sg_uf;nm_ue;ds_cor_raca;cd_cor_raca;ds_sexo;cd_sexo;qt_candidato;qt_cand_eleitos;qt_cand_turno_2;qt_cand_nao_eleitos;qt_cand_suplentes;qt_cand_nao_informados
CE;CHORÓ;Parda;03;Feminino;4;17,0;2,0;0,0;2,0;13,0;0,0
CE;CHORÓ;Parda;03;Masculino;2;38,0;6,0;0,0;4,0;28,0;0,0
CE;CHORÓ;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;COREAÚ;Branca;01;Feminino;4;6,0;1,0;0,0;0,0;5,0;0,0
CE;COREAÚ;Branca;01;Masculino;2;8,0;4,0;0,0;1,0;3,0;0,0
CE;COREAÚ;Parda;03;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;COREAÚ;Parda;03;Masculino;2;7,0;4,0;0,0;0,0;2,0;1,0
CE;CRATEÚS;Amarela;04;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;CRATEÚS;Branca;01;Feminino;4;22,0;0,0;0,0;8,0;14,0;0,0
CE;CRATEÚS;Branca;01;Masculino;2;36,0;3,0;0,0;6,0;24,0;3,0
CE;CRATEÚS;Indígena;05;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;CRATEÚS;Parda;03;Feminino;4;15,0;1,0;0,0;2,0;12,0;0,0
CE;CRATEÚS;Parda;03;Masculino;2;37,0;11,0;0,0;6,0;19,0;1,0
CE;CRATEÚS;Preta;02;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;CRATO;Amarela;04;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;CRATO;Branca;01;Feminino;4;24,0;1,0;0,0;7,0;16,0;0,0
CE;CRATO;Branca;01;Masculino;2;56,0;8,0;0,0;11,0;37,0;0,0
CE;CRATO;Indígena;05;Feminino;4;1,0;0,0;0,0;0,0;0,0;1,0
CE;CRATO;Não Informado;06;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;CRATO;Parda;03;Feminino;4;46,0;1,0;0,0;10,0;34,0;1,0
CE;CRATO;Parda;03;Masculino;2;81,0;5,0;0,0;26,0;45,0;5,0
CE;CRATO;Preta;02;Feminino;4;20,0;0,0;0,0;6,0;14,0;0,0
CE;CRATO;Preta;02;Masculino;2;45,0;4,0;0,0;7,0;34,0;0,0
CE;CROATÁ;Branca;01;Feminino;4;7,0;2,0;0,0;1,0;4,0;0,0
CE;CROATÁ;Branca;01;Masculino;2;9,0;3,0;0,0;3,0;3,0;0,0
CE;CROATÁ;Parda;03;Feminino;4;6,0;0,0;0,0;2,0;4,0;0,0
CE;CROATÁ;Parda;03;Masculino;2;19,0;6,0;0,0;4,0;9,0;0,0
CE;CROATÁ;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;CROATÁ;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;CRUZ;Branca;01;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;CRUZ;Branca;01;Masculino;2;5,0;0,0;0,0;4,0;0,0;1,0
CE;CRUZ;Parda;03;Feminino;4;18,0;1,0;0,0;5,0;12,0;0,0
CE;CRUZ;Parda;03;Masculino;2;35,0;10,0;0,0;6,0;17,0;2,0
CE;CRUZ;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;CRUZ;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;DEPUTADO IRAPUAN PINHEIRO;Branca;01;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;DEPUTADO IRAPUAN PINHEIRO;Branca;01;Masculino;2;10,0;4,0;0,0;4,0;2,0;0,0
CE;DEPUTADO IRAPUAN PINHEIRO;Parda;03;Feminino;4;7,0;1,0;0,0;2,0;4,0;0,0
CE;DEPUTADO IRAPUAN PINHEIRO;Parda;03;Masculino;2;8,0;4,0;0,0;0,0;4,0;0,0
CE;ERERÉ;Branca;01;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;ERERÉ;Branca;01;Masculino;2;9,0;4,0;0,0;1,0;4,0;0,0
CE;ERERÉ;Parda;03;Feminino;4;2,0;2,0;0,0;0,0;0,0;0,0
CE;ERERÉ;Parda;03;Masculino;2;6,0;2,0;0,0;0,0;4,0;0,0
CE;ERERÉ;Preta;02;Feminino;4;2,0;1,0;0,0;0,0;1,0;0,0
CE;ERERÉ;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;EUSÉBIO;Amarela;04;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;EUSÉBIO;Branca;01;Feminino;4;6,0;0,0;0,0;0,0;6,0;0,0
CE;EUSÉBIO;Branca;01;Masculino;2;9,0;3,0;0,0;1,0;5,0;0,0
CE;EUSÉBIO;Indígena;05;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;EUSÉBIO;Parda;03;Feminino;4;22,0;4,0;0,0;4,0;12,0;2,0
CE;EUSÉBIO;Parda;03;Masculino;2;41,0;7,0;0,0;8,0;25,0;1,0
CE;EUSÉBIO;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;EUSÉBIO;Preta;02;Masculino;2;3,0;1,0;0,0;0,0;2,0;0,0
CE;FARIAS BRITO;Branca;01;Feminino;4;10,0;0,0;0,0;2,0;8,0;0,0
CE;FARIAS BRITO;Branca;01;Masculino;2;23,0;7,0;0,0;2,0;14,0;0,0
CE;FARIAS BRITO;Parda;03;Feminino;4;7,0;1,0;0,0;2,0;4,0;0,0
CE;FARIAS BRITO;Parda;03;Masculino;2;11,0;3,0;0,0;8,0;0,0;0,0
CE;FARIAS BRITO;Preta;02;Feminino;4;3,0;0,0;0,0;2,0;1,0;0,0
CE;FARIAS BRITO;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;FORQUILHA;Branca;01;Feminino;4;11,0;1,0;0,0;3,0;7,0;0,0
CE;FORQUILHA;Branca;01;Masculino;2;11,0;7,0;0,0;1,0;3,0;0,0
CE;FORQUILHA;Parda;03;Feminino;4;3,0;0,0;0,0;1,0;2,0;0,0
CE;FORQUILHA;Parda;03;Masculino;2;12,0;2,0;0,0;3,0;7,0;0,0
CE;FORQUILHA;Preta;02;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;FORTALEZA;Amarela;04;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;FORTALEZA;Amarela;04;Masculino;2;2,0;0,0;0,0;2,0;0,0;0,0
CE;FORTALEZA;Branca;01;Feminino;4;144,0;2,0;0,0;38,0;98,0;6,0
CE;FORTALEZA;Branca;01;Masculino;2;259,0;16,0;0,0;72,0;162,0;9,0
CE;FORTALEZA;Indígena;05;Feminino;4;2,0;0,0;0,0;0,0;1,0;1,0
CE;FORTALEZA;Não Informado;06;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;FORTALEZA;Não Informado;06;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;FORTALEZA;Parda;03;Feminino;4;232,0;5,0;0,0;88,0;133,0;6,0
CE;FORTALEZA;Parda;03;Masculino;2;588,0;18,0;0,0;201,0;353,0;16,0
CE;FORTALEZA;Preta;02;Feminino;4;55,0;2,0;0,0;19,0;33,0;1,0
CE;FORTALEZA;Preta;02;Masculino;2;73,0;0,0;0,0;25,0;46,0;2,0
CE;FORTIM;Branca;01;Feminino;4;5,0;3,0;0,0;0,0;2,0;0,0
CE;FORTIM;Branca;01;Masculino;2;7,0;5,0;0,0;0,0;2,0;0,0
CE;FORTIM;Parda;03;Feminino;4;3,0;0,0;0,0;2,0;1,0;0,0
CE;FORTIM;Parda;03;Masculino;2;8,0;3,0;0,0;2,0;3,0;0,0
CE;FORTIM;Preta;02;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;FRECHEIRINHA;Branca;01;Feminino;4;6,0;2,0;0,0;0,0;3,0;1,0
CE;FRECHEIRINHA;Branca;01;Masculino;2;8,0;2,0;0,0;1,0;4,0;1,0
CE;FRECHEIRINHA;Parda;03;Feminino;4;5,0;1,0;0,0;0,0;4,0;0,0
CE;FRECHEIRINHA;Parda;03;Masculino;2;12,0;4,0;0,0;1,0;7,0;0,0
CE;FRECHEIRINHA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;GENERAL SAMPAIO;Branca;01;Feminino;4;4,0;2,0;0,0;0,0;2,0;0,0
CE;GENERAL SAMPAIO;Branca;01;Masculino;2;3,0;1,0;0,0;0,0;2,0;0,0
CE;GENERAL SAMPAIO;Parda;03;Feminino;4;11,0;0,0;0,0;0,0;11,0;0,0
CE;GENERAL SAMPAIO;Parda;03;Masculino;2;20,0;6,0;0,0;0,0;14,0;0,0
CE;GRANJA;Branca;01;Feminino;4;4,0;1,0;0,0;0,0;3,0;0,0
CE;GRANJA;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;GRANJA;Parda;03;Feminino;4;14,0;3,0;0,0;0,0;9,0;2,0
CE;GRANJA;Parda;03;Masculino;2;31,0;10,0;0,0;0,0;21,0;0,0
CE;GRANJA;Preta;02;Masculino;2;3,0;0,0;0,0;0,0;2,0;1,0
CE;GRANJEIRO;Branca;01;Feminino;4;4,0;1,0;0,0;0,0;3,0;0,0
CE;GRANJEIRO;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;GRANJEIRO;Parda;03;Feminino;4;4,0;0,0;0,0;0,0;3,0;1,0
CE;GRANJEIRO;Parda;03;Masculino;2;14,0;7,0;0,0;0,0;7,0;0,0
CE;GRAÇA;Branca;01;Feminino;4;6,0;1,0;0,0;0,0;5,0;0,0
CE;GRAÇA;Branca;01;Masculino;2;12,0;9,0;0,0;0,0;3,0;0,0
CE;GRAÇA;Parda;03;Feminino;4;2,0;0,0;0,0;1,0;1,0;0,0
CE;GRAÇA;Parda;03;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;GRAÇA;Preta;02;Masculino;2;2,0;0,0;0,0;2,0;0,0;0,0
CE;GROAÍRAS;Branca;01;Feminino;4;8,0;1,0;0,0;2,0;5,0;0,0
CE;GROAÍRAS;Branca;01;Masculino;2;8,0;3,0;0,0;1,0;4,0;0,0
CE;GROAÍRAS;Parda;03;Feminino;4;5,0;0,0;0,0;3,0;2,0;0,0
CE;GROAÍRAS;Parda;03;Masculino;2;13,0;5,0;0,0;5,0;3,0;0,0
CE;GROAÍRAS;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;GUAIÚBA;Branca;01;Feminino;4;6,0;1,0;0,0;2,0;3,0;0,0
CE;GUAIÚBA;Branca;01;Masculino;2;10,0;3,0;0,0;2,0;5,0;0,0
CE;GUAIÚBA;Não Informado;06;Feminino;4;4,0;1,0;0,0;0,0;3,0;0,0
CE;GUAIÚBA;Não Informado;06;Masculino;2;7,0;1,0;0,0;1,0;5,0;0,0
CE;GUAIÚBA;Parda;03;Feminino;4;28,0;2,0;0,0;5,0;20,0;1,0
CE;GUAIÚBA;Parda;03;Masculino;2;49,0;3,0;0,0;8,0;38,0;0,0
CE;GUAIÚBA;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;GUAIÚBA;Preta;02;Masculino;2;4,0;0,0;0,0;1,0;3,0;0,0
CE;GUARACIABA DO NORTE;Branca;01;Feminino;4;7,0;3,0;0,0;2,0;2,0;0,0
CE;GUARACIABA DO NORTE;Branca;01;Masculino;2;13,0;5,0;0,0;2,0;3,0;3,0
CE;GUARACIABA DO NORTE;Não divulgável;-4;Não divulgável;-4;1,0;0,0;0,0;0,0;0,0;1,0
CE;GUARACIABA DO NORTE;Parda;03;Feminino;4;6,0;1,0;0,0;1,0;4,0;0,0
CE;GUARACIABA DO NORTE;Parda;03;Masculino;2;13,0;4,0;0,0;3,0;6,0;0,0
CE;GUARACIABA DO NORTE;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;GUARACIABA DO NORTE;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;GUARAMIRANGA;Branca;01;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;GUARAMIRANGA;Branca;01;Masculino;2;4,0;1,0;0,0;0,0;3,0;0,0
CE;GUARAMIRANGA;Parda;03;Feminino;4;15,0;1,0;0,0;0,0;14,0;0,0
CE;GUARAMIRANGA;Parda;03;Masculino;2;25,0;6,0;0,0;0,0;19,0;0,0
CE;GUARAMIRANGA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;GUARAMIRANGA;Preta;02;Masculino;2;5,0;1,0;0,0;0,0;4,0;0,0
CE;HIDROLÂNDIA;Branca;01;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;HIDROLÂNDIA;Branca;01;Masculino;2;4,0;3,0;0,0;0,0;1,0;0,0
CE;HIDROLÂNDIA;Não Informado;06;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;HIDROLÂNDIA;Parda;03;Feminino;4;10,0;1,0;0,0;3,0;6,0;0,0
CE;HIDROLÂNDIA;Parda;03;Masculino;2;22,0;7,0;0,0;6,0;9,0;0,0
CE;HORIZONTE;Branca;01;Feminino;4;11,0;1,0;0,0;4,0;6,0;0,0
CE;HORIZONTE;Branca;01;Masculino;2;30,0;5,0;0,0;7,0;17,0;1,0
CE;HORIZONTE;Parda;03;Feminino;4;45,0;1,0;0,0;13,0;30,0;1,0
CE;HORIZONTE;Parda;03;Masculino;2;77,0;8,0;0,0;20,0;47,0;2,0
CE;HORIZONTE;Preta;02;Feminino;4;2,0;0,0;0,0;1,0;1,0;0,0
CE;HORIZONTE;Preta;02;Masculino;2;4,0;0,0;0,0;0,0;4,0;0,0
CE;IBARETAMA;Branca;01;Feminino;4;7,0;0,0;0,0;1,0;6,0;0,0
CE;IBARETAMA;Branca;01;Masculino;2;4,0;0,0;0,0;0,0;4,0;0,0
CE;IBARETAMA;Parda;03;Feminino;4;14,0;2,0;0,0;1,0;10,0;1,0
CE;IBARETAMA;Parda;03;Masculino;2;24,0;7,0;0,0;2,0;12,0;3,0
CE;IBARETAMA;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;IBIAPINA;Branca;01;Masculino;2;3,0;2,0;0,0;0,0;1,0;0,0
CE;IBIAPINA;Parda;03;Feminino;4;12,0;2,0;0,0;2,0;8,0;0,0
CE;IBIAPINA;Parda;03;Masculino;2;22,0;7,0;0,0;3,0;12,0;0,0
CE;IBICUITINGA;Branca;01;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;IBICUITINGA;Parda;03;Feminino;4;15,0;0,0;0,0;3,0;12,0;0,0
CE;IBICUITINGA;Parda;03;Masculino;2;29,0;9,0;0,0;6,0;13,0;1,0
CE;ICAPUÍ;Branca;01;Feminino;4;5,0;0,0;0,0;1,0;4,0;0,0
CE;ICAPUÍ;Branca;01;Masculino;2;11,0;4,0;0,0;0,0;5,0;2,0
CE;ICAPUÍ;Parda;03;Feminino;4;14,0;1,0;0,0;5,0;7,0;1,0
CE;ICAPUÍ;Parda;03;Masculino;2;15,0;4,0;0,0;2,0;8,0;1,0
CE;ICAPUÍ;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;ICAPUÍ;Preta;02;Masculino;2;5,0;2,0;0,0;0,0;3,0;0,0
CE;ICÓ;Amarela;04;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;ICÓ;Branca;01;Feminino;4;11,0;2,0;0,0;4,0;5,0;0,0
CE;ICÓ;Branca;01;Masculino;2;27,0;5,0;0,0;5,0;16,0;1,0
CE;ICÓ;Parda;03;Feminino;4;23,0;1,0;0,0;5,0;17,0;0,0
CE;ICÓ;Parda;03;Masculino;2;42,0;7,0;0,0;11,0;20,0;4,0
CE;ICÓ;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;ICÓ;Preta;02;Masculino;2;4,0;0,0;0,0;0,0;3,0;1,0
CE;IGUATU;Branca;01;Feminino;4;32,0;0,0;0,0;13,0;19,0;0,0
CE;IGUATU;Branca;01;Masculino;2;49,0;7,0;0,0;15,0;22,0;5,0
CE;IGUATU;Parda;03;Feminino;4;31,0;1,0;0,0;14,0;14,0;2,0
CE;IGUATU;Parda;03;Masculino;2;71,0;9,0;0,0;28,0;33,0;1,0
CE;IGUATU;Preta;02;Feminino;4;8,0;0,0;0,0;5,0;3,0;0,0
CE;IGUATU;Preta;02;Masculino;2;7,0;0,0;0,0;5,0;2,0;0,0
CE;INDEPENDÊNCIA;Branca;01;Feminino;4;8,0;0,0;0,0;2,0;6,0;0,0
CE;INDEPENDÊNCIA;Branca;01;Masculino;2;17,0;7,0;0,0;2,0;8,0;0,0
CE;INDEPENDÊNCIA;Parda;03;Feminino;4;9,0;1,0;0,0;4,0;4,0;0,0
CE;INDEPENDÊNCIA;Parda;03;Masculino;2;15,0;3,0;0,0;7,0;4,0;1,0
CE;INDEPENDÊNCIA;Preta;02;Feminino;4;3,0;0,0;0,0;2,0;1,0;0,0
CE;INDEPENDÊNCIA;Preta;02;Masculino;2;3,0;0,0;0,0;1,0;2,0;0,0
CE;IPAPORANGA;Branca;01;Feminino;4;15,0;0,0;0,0;4,0;11,0;0,0
CE;IPAPORANGA;Branca;01;Masculino;2;22,0;4,0;0,0;7,0;11,0;0,0
CE;IPAPORANGA;Parda;03;Feminino;4;4,0;1,0;0,0;0,0;3,0;0,0
CE;IPAPORANGA;Parda;03;Masculino;2;14,0;4,0;0,0;0,0;10,0;0,0
CE;IPAUMIRIM;Branca;01;Feminino;4;4,0;0,0;0,0;1,0;3,0;0,0
CE;IPAUMIRIM;Branca;01;Masculino;2;6,0;1,0;0,0;1,0;4,0;0,0
CE;IPAUMIRIM;Parda;03;Feminino;4;10,0;3,0;0,0;1,0;6,0;0,0
CE;IPAUMIRIM;Parda;03;Masculino;2;21,0;5,0;0,0;0,0;15,0;1,0
CE;IPAUMIRIM;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;IPAUMIRIM;Preta;02;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;IPU;Branca;01;Feminino;4;8,0;2,0;0,0;1,0;4,0;1,0
CE;IPU;Branca;01;Masculino;2;20,0;3,0;0,0;8,0;9,0;0,0
CE;IPU;Não Informado;06;Feminino;4;2,0;1,0;0,0;1,0;0,0;0,0
CE;IPU;Não Informado;06;Masculino;2;12,0;4,0;0,0;4,0;4,0;0,0
CE;IPU;Parda;03;Feminino;4;18,0;1,0;0,0;6,0;9,0;2,0
CE;IPU;Parda;03;Masculino;2;21,0;2,0;0,0;5,0;12,0;2,0
CE;IPU;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;IPU;Preta;02;Masculino;2;2,0;0,0;0,0;2,0;0,0;0,0
CE;IPUEIRAS;Branca;01;Feminino;4;12,0;1,0;0,0;0,0;11,0;0,0
CE;IPUEIRAS;Branca;01;Masculino;2;17,0;1,0;0,0;0,0;16,0;0,0
CE;IPUEIRAS;Parda;03;Feminino;4;9,0;2,0;0,0;1,0;6,0;0,0
CE;IPUEIRAS;Parda;03;Masculino;2;27,0;9,0;0,0;0,0;18,0;0,0
CE;IPUEIRAS;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;1,0;1,0
CE;IPUEIRAS;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;IRACEMA;Branca;01;Feminino;4;4,0;0,0;0,0;0,0;4,0;0,0
CE;IRACEMA;Branca;01;Masculino;2;3,0;1,0;0,0;0,0;2,0;0,0
CE;IRACEMA;Parda;03;Feminino;4;6,0;0,0;0,0;0,0;6,0;0,0
CE;IRACEMA;Parda;03;Masculino;2;14,0;5,0;0,0;1,0;8,0;0,0
CE;IRACEMA;Preta;02;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;IRACEMA;Preta;02;Masculino;2;8,0;3,0;0,0;0,0;4,0;1,0
CE;IRAUÇUBA;Branca;01;Feminino;4;3,0;0,0;0,0;1,0;2,0;0,0
CE;IRAUÇUBA;Branca;01;Masculino;2;7,0;1,0;0,0;3,0;3,0;0,0
CE;IRAUÇUBA;Parda;03;Feminino;4;17,0;1,0;0,0;2,0;14,0;0,0
CE;IRAUÇUBA;Parda;03;Masculino;2;30,0;9,0;0,0;1,0;20,0;0,0
CE;IRAUÇUBA;Preta;02;Feminino;4;2,0;0,0;0,0;1,0;1,0;0,0
CE;IRAUÇUBA;Preta;02;Masculino;2;5,0;0,0;0,0;3,0;2,0;0,0
CE;ITAITINGA;Branca;01;Feminino;4;20,0;1,0;0,0;3,0;15,0;1,0
CE;ITAITINGA;Branca;01;Masculino;2;23,0;5,0;0,0;1,0;17,0;0,0
CE;ITAITINGA;Parda;03;Feminino;4;18,0;2,0;0,0;1,0;15,0;0,0
CE;ITAITINGA;Parda;03;Masculino;2;40,0;4,0;0,0;4,0;30,0;2,0
CE;ITAITINGA;Preta;02;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;ITAITINGA;Preta;02;Masculino;2;9,0;1,0;0,0;1,0;7,0;0,0
CE;ITAIÇABA;Branca;01;Feminino;4;6,0;1,0;0,0;1,0;4,0;0,0
CE;ITAIÇABA;Branca;01;Masculino;2;8,0;2,0;0,0;2,0;4,0;0,0
CE;ITAIÇABA;Parda;03;Feminino;4;7,0;1,0;0,0;1,0;5,0;0,0
CE;ITAIÇABA;Parda;03;Masculino;2;15,0;5,0;0,0;2,0;8,0;0,0
CE;ITAIÇABA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;ITAIÇABA;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;ITAPAJÉ;Branca;01;Feminino;4;18,0;1,0;0,0;2,0;14,0;1,0
CE;ITAPAJÉ;Branca;01;Masculino;2;26,0;6,0;0,0;6,0;14,0;0,0
CE;ITAPAJÉ;Parda;03;Feminino;4;36,0;1,0;0,0;7,0;27,0;1,0
CE;ITAPAJÉ;Parda;03;Masculino;2;72,0;7,0;0,0;8,0;56,0;1,0
CE;ITAPAJÉ;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;ITAPAJÉ;Preta;02;Masculino;2;9,0;0,0;0,0;1,0;7,0;1,0
CE;ITAPIPOCA;Branca;01;Feminino;4;12,0;0,0;0,0;3,0;8,0;1,0
CE;ITAPIPOCA;Branca;01;Masculino;2;32,0;7,0;0,0;5,0;18,0;2,0
CE;ITAPIPOCA;Não Informado;06;Feminino;4;8,0;1,0;0,0;0,0;7,0;0,0
CE;ITAPIPOCA;Não Informado;06;Masculino;2;21,0;3,0;0,0;0,0;18,0;0,0
CE;ITAPIPOCA;Parda;03;Feminino;4;25,0;2,0;0,0;3,0;20,0;0,0
CE;ITAPIPOCA;Parda;03;Masculino;2;49,0;4,0;0,0;9,0;34,0;2,0
CE;ITAPIPOCA;Preta;02;Feminino;4;5,0;0,0;0,0;0,0;5,0;0,0
CE;ITAPIPOCA;Preta;02;Masculino;2;11,0;2,0;0,0;0,0;9,0;0,0
CE;ITAPIÚNA;Parda;03;Feminino;4;14,0;1,0;0,0;0,0;13,0;0,0
CE;ITAPIÚNA;Parda;03;Masculino;2;29,0;10,0;0,0;0,0;19,0;0,0
CE;ITAREMA;Branca;01;Feminino;4;7,0;0,0;0,0;1,0;6,0;0,0
CE;ITAREMA;Branca;01;Masculino;2;12,0;3,0;0,0;4,0;4,0;1,0
CE;ITAREMA;Indígena;05;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;ITAREMA;Parda;03;Feminino;4;20,0;1,0;0,0;7,0;12,0;0,0
CE;ITAREMA;Parda;03;Masculino;2;48,0;9,0;0,0;13,0;25,0;1,0
CE;ITAREMA;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;ITAREMA;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;ITATIRA;Branca;01;Feminino;4;5,0;0,0;0,0;1,0;4,0;0,0
CE;ITATIRA;Branca;01;Masculino;2;10,0;3,0;0,0;0,0;7,0;0,0
CE;ITATIRA;Parda;03;Feminino;4;11,0;1,0;0,0;4,0;6,0;0,0
CE;ITATIRA;Parda;03;Masculino;2;24,0;7,0;0,0;7,0;10,0;0,0
CE;ITATIRA;Preta;02;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;ITATIRA;Preta;02;Masculino;2;4,0;0,0;0,0;4,0;0,0;0,0
CE;JAGUARETAMA;Branca;01;Feminino;4;5,0;1,0;0,0;2,0;2,0;0,0
CE;JAGUARETAMA;Branca;01;Masculino;2;8,0;3,0;0,0;0,0;5,0;0,0
CE;JAGUARETAMA;Parda;03;Feminino;4;6,0;0,0;0,0;0,0;6,0;0,0
CE;JAGUARETAMA;Parda;03;Masculino;2;11,0;7,0;0,0;2,0;2,0;0,0
CE;JAGUARETAMA;Preta;02;Feminino;4;2,0;0,0;0,0;1,0;1,0;0,0
CE;JAGUARETAMA;Preta;02;Masculino;2;4,0;0,0;0,0;1,0;3,0;0,0
CE;JAGUARIBARA;Branca;01;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;JAGUARIBARA;Branca;01;Masculino;2;10,0;2,0;0,0;1,0;7,0;0,0
CE;JAGUARIBARA;Parda;03;Feminino;4;10,0;3,0;0,0;1,0;6,0;0,0
CE;JAGUARIBARA;Parda;03;Masculino;2;14,0;4,0;0,0;0,0;10,0;0,0
CE;JAGUARIBARA;Preta;02;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;JAGUARIBE;Branca;01;Feminino;4;10,0;1,0;0,0;2,0;7,0;0,0
CE;JAGUARIBE;Branca;01;Masculino;2;11,0;3,0;0,0;2,0;5,0;1,0
CE;JAGUARIBE;Parda;03;Feminino;4;16,0;1,0;0,0;1,0;14,0;0,0
CE;JAGUARIBE;Parda;03;Masculino;2;38,0;8,0;0,0;3,0;26,0;1,0
CE;JAGUARIBE;Preta;02;Masculino;2;4,0;0,0;0,0;0,0;4,0;0,0
CE;JAGUARUANA;Branca;01;Feminino;4;13,0;1,0;0,0;6,0;5,0;1,0
CE;JAGUARUANA;Branca;01;Masculino;2;17,0;4,0;0,0;8,0;4,0;1,0
CE;JAGUARUANA;Parda;03;Feminino;4;11,0;1,0;0,0;1,0;8,0;1,0
CE;JAGUARUANA;Parda;03;Masculino;2;27,0;7,0;0,0;3,0;17,0;0,0
CE;JAGUARUANA;Preta;02;Feminino;4;5,0;0,0;0,0;2,0;3,0;0,0
CE;JAGUARUANA;Preta;02;Masculino;2;4,0;0,0;0,0;3,0;1,0;0,0
CE;JARDIM;Branca;01;Feminino;4;11,0;1,0;0,0;3,0;7,0;0,0
CE;JARDIM;Branca;01;Masculino;2;9,0;5,0;0,0;3,0;1,0;0,0
CE;JARDIM;Parda;03;Feminino;4;5,0;0,0;0,0;1,0;4,0;0,0
CE;JARDIM;Parda;03;Masculino;2;19,0;4,0;0,0;6,0;9,0;0,0
CE;JARDIM;Preta;02;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;JARDIM;Preta;02;Masculino;2;1,0;1,0;0,0;0,0;0,0;0,0
CE;JATI;Branca;01;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;JATI;Branca;01;Masculino;2;4,0;3,0;0,0;0,0;1,0;0,0
CE;JATI;Parda;03;Feminino;4;8,0;1,0;0,0;0,0;7,0;0,0
CE;JATI;Parda;03;Masculino;2;17,0;5,0;0,0;2,0;10,0;0,0
