sg_uf;nm_ue;ds_cor_raca;cd_cor_raca;ds_sexo;cd_sexo;qt_candidato;qt_cand_eleitos;qt_cand_turno_2;qt_cand_nao_eleitos;qt_cand_suplentes;qt_cand_nao_informados
CE;JATI;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;JIJOCA DE JERICOACOARA;Branca;01;Feminino;4;6,0;0,0;0,0;3,0;3,0;0,0
CE;JIJOCA DE JERICOACOARA;Branca;01;Masculino;2;13,0;1,0;0,0;5,0;7,0;0,0
CE;JIJOCA DE JERICOACOARA;Parda;03;Feminino;4;26,0;1,0;0,0;5,0;19,0;1,0
CE;JIJOCA DE JERICOACOARA;Parda;03;Masculino;2;43,0;9,0;0,0;5,0;29,0;0,0
CE;JIJOCA DE JERICOACOARA;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;JUAZEIRO DO NORTE;Amarela;04;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;JUAZEIRO DO NORTE;Amarela;04;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;JUAZEIRO DO NORTE;Branca;01;Feminino;4;56,0;1,0;0,0;17,0;36,0;2,0
CE;JUAZEIRO DO NORTE;Branca;01;Masculino;2;71,0;4,0;0,0;32,0;35,0;0,0
CE;JUAZEIRO DO NORTE;Não Informado;06;Feminino;4;25,0;1,0;0,0;1,0;20,0;3,0
CE;JUAZEIRO DO NORTE;Não Informado;06;Masculino;2;48,0;4,0;0,0;2,0;40,0;2,0
CE;JUAZEIRO DO NORTE;Parda;03;Feminino;4;56,0;1,0;0,0;20,0;34,0;1,0
CE;JUAZEIRO DO NORTE;Parda;03;Masculino;2;111,0;10,0;0,0;32,0;65,0;4,0
CE;JUAZEIRO DO NORTE;Preta;02;Feminino;4;12,0;0,0;0,0;5,0;7,0;0,0
CE;JUAZEIRO DO NORTE;Preta;02;Masculino;2;28,0;0,0;0,0;12,0;16,0;0,0
CE;JUCÁS;Branca;01;Feminino;4;8,0;4,0;0,0;3,0;1,0;0,0
CE;JUCÁS;Branca;01;Masculino;2;8,0;3,0;0,0;1,0;3,0;1,0
CE;JUCÁS;Parda;03;Feminino;4;3,0;0,0;0,0;1,0;2,0;0,0
CE;JUCÁS;Parda;03;Masculino;2;10,0;4,0;0,0;3,0;3,0;0,0
CE;JUCÁS;Preta;02;Masculino;2;2,0;0,0;0,0;2,0;0,0;0,0
CE;LAVRAS DA MANGABEIRA;Branca;01;Feminino;4;14,0;1,0;0,0;0,0;13,0;0,0
CE;LAVRAS DA MANGABEIRA;Branca;01;Masculino;2;30,0;7,0;0,0;2,0;20,0;1,0
CE;LAVRAS DA MANGABEIRA;Parda;03;Feminino;4;7,0;1,0;0,0;0,0;6,0;0,0
CE;LAVRAS DA MANGABEIRA;Parda;03;Masculino;2;11,0;4,0;0,0;0,0;7,0;0,0
CE;LAVRAS DA MANGABEIRA;Preta;02;Masculino;2;3,0;0,0;0,0;0,0;2,0;1,0
CE;LIMOEIRO DO NORTE;Branca;01;Feminino;4;18,0;0,0;0,0;5,0;13,0;0,0
CE;LIMOEIRO DO NORTE;Branca;01;Masculino;2;24,0;3,0;0,0;8,0;12,0;1,0
CE;LIMOEIRO DO NORTE;Parda;03;Feminino;4;14,0;2,0;0,0;5,0;6,0;1,0
CE;LIMOEIRO DO NORTE;Parda;03;Masculino;2;33,0;7,0;0,0;8,0;17,0;1,0
CE;LIMOEIRO DO NORTE;Preta;02;Feminino;4;6,0;0,0;0,0;0,0;5,0;1,0
CE;LIMOEIRO DO NORTE;Preta;02;Masculino;2;13,0;3,0;0,0;1,0;8,0;1,0
CE;MADALENA;Branca;01;Feminino;4;5,0;1,0;0,0;0,0;4,0;0,0
CE;MADALENA;Branca;01;Masculino;2;3,0;0,0;0,0;1,0;1,0;1,0
CE;MADALENA;Não Informado;06;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;MADALENA;Parda;03;Feminino;4;10,0;2,0;0,0;2,0;6,0;0,0
CE;MADALENA;Parda;03;Masculino;2;24,0;8,0;0,0;4,0;12,0;0,0
CE;MADALENA;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;MARACANAÚ;Amarela;04;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;MARACANAÚ;Amarela;04;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;MARACANAÚ;Branca;01;Feminino;4;38,0;0,0;0,0;12,0;25,0;1,0
CE;MARACANAÚ;Branca;01;Masculino;2;62,0;12,0;0,0;26,0;24,0;0,0
CE;MARACANAÚ;Indígena;05;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;MARACANAÚ;Indígena;05;Masculino;2;4,0;0,0;0,0;2,0;2,0;0,0
CE;MARACANAÚ;Parda;03;Feminino;4;66,0;2,0;0,0;28,0;33,0;3,0
CE;MARACANAÚ;Parda;03;Masculino;2;134,0;7,0;0,0;62,0;64,0;1,0
CE;MARACANAÚ;Preta;02;Feminino;4;13,0;0,0;0,0;9,0;4,0;0,0
CE;MARACANAÚ;Preta;02;Masculino;2;19,0;0,0;0,0;14,0;5,0;0,0
CE;MARANGUAPE;Branca;01;Feminino;4;29,0;0,0;0,0;13,0;16,0;0,0
CE;MARANGUAPE;Branca;01;Masculino;2;30,0;1,0;0,0;12,0;17,0;0,0
CE;MARANGUAPE;Parda;03;Feminino;4;69,0;2,0;0,0;29,0;38,0;0,0
CE;MARANGUAPE;Parda;03;Masculino;2;163,0;16,0;0,0;75,0;72,0;0,0
CE;MARANGUAPE;Preta;02;Feminino;4;5,0;0,0;0,0;4,0;1,0;0,0
CE;MARANGUAPE;Preta;02;Masculino;2;13,0;0,0;0,0;3,0;9,0;1,0
CE;MARCO;Branca;01;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;MARCO;Branca;01;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;MARCO;Parda;03;Feminino;4;17,0;3,0;0,0;4,0;10,0;0,0
CE;MARCO;Parda;03;Masculino;2;33,0;8,0;0,0;9,0;16,0;0,0
CE;MARTINÓPOLE;Branca;01;Feminino;4;4,0;1,0;0,0;0,0;2,0;1,0
CE;MARTINÓPOLE;Branca;01;Masculino;2;7,0;6,0;0,0;0,0;1,0;0,0
CE;MARTINÓPOLE;Parda;03;Feminino;4;6,0;0,0;0,0;0,0;5,0;1,0
CE;MARTINÓPOLE;Parda;03;Masculino;2;13,0;2,0;0,0;0,0;8,0;3,0
CE;MASSAPÊ;Amarela;04;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;MASSAPÊ;Branca;01;Feminino;4;5,0;0,0;0,0;1,0;3,0;1,0
CE;MASSAPÊ;Branca;01;Masculino;2;9,0;2,0;0,0;2,0;4,0;1,0
CE;MASSAPÊ;Parda;03;Feminino;4;24,0;1,0;0,0;7,0;15,0;1,0
CE;MASSAPÊ;Parda;03;Masculino;2;51,0;9,0;0,0;15,0;24,0;3,0
CE;MASSAPÊ;Preta;02;Feminino;4;5,0;1,0;0,0;1,0;3,0;0,0
CE;MASSAPÊ;Preta;02;Masculino;2;8,0;0,0;0,0;3,0;4,0;1,0
CE;MAURITI;Branca;01;Feminino;4;10,0;1,0;0,0;1,0;8,0;0,0
CE;MAURITI;Branca;01;Masculino;2;18,0;5,0;0,0;1,0;11,0;1,0
CE;MAURITI;Parda;03;Feminino;4;9,0;2,0;0,0;3,0;3,0;1,0
CE;MAURITI;Parda;03;Masculino;2;20,0;5,0;0,0;2,0;12,0;1,0
CE;MAURITI;Preta;02;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;MAURITI;Preta;02;Masculino;2;3,0;0,0;0,0;0,0;3,0;0,0
CE;MERUOCA;Branca;01;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;MERUOCA;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;MERUOCA;Parda;03;Feminino;4;16,0;3,0;0,0;0,0;13,0;0,0
CE;MERUOCA;Parda;03;Masculino;2;37,0;7,0;0,0;1,0;28,0;1,0
CE;MILAGRES;Branca;01;Feminino;4;6,0;0,0;0,0;1,0;5,0;0,0
CE;MILAGRES;Branca;01;Masculino;2;12,0;3,0;0,0;0,0;7,0;2,0
CE;MILAGRES;Parda;03;Feminino;4;13,0;3,0;0,0;4,0;5,0;1,0
CE;MILAGRES;Parda;03;Masculino;2;20,0;5,0;0,0;4,0;10,0;1,0
CE;MILAGRES;Preta;02;Feminino;4;3,0;0,0;0,0;1,0;2,0;0,0
CE;MILAGRES;Preta;02;Masculino;2;4,0;0,0;0,0;4,0;0,0;0,0
CE;MILHÃ;Branca;01;Feminino;4;10,0;0,0;0,0;4,0;6,0;0,0
CE;MILHÃ;Branca;01;Masculino;2;10,0;3,0;0,0;4,0;3,0;0,0
CE;MILHÃ;Não Informado;06;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;MILHÃ;Não Informado;06;Masculino;2;1,0;0,0;0,0;0,0;0,0;1,0
CE;MILHÃ;Parda;03;Feminino;4;4,0;0,0;0,0;0,0;4,0;0,0
CE;MILHÃ;Parda;03;Masculino;2;16,0;6,0;0,0;1,0;9,0;0,0
CE;MILHÃ;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;MIRAÍMA;Branca;01;Feminino;4;4,0;2,0;0,0;1,0;0,0;1,0
CE;MIRAÍMA;Branca;01;Masculino;2;7,0;2,0;0,0;2,0;3,0;0,0
CE;MIRAÍMA;Parda;03;Feminino;4;6,0;0,0;0,0;1,0;5,0;0,0
CE;MIRAÍMA;Parda;03;Masculino;2;12,0;5,0;0,0;2,0;5,0;0,0
CE;MIRAÍMA;Preta;02;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;MISSÃO VELHA;Branca;01;Feminino;4;14,0;2,0;0,0;1,0;10,0;1,0
CE;MISSÃO VELHA;Branca;01;Masculino;2;18,0;8,0;0,0;2,0;8,0;0,0
CE;MISSÃO VELHA;Não Informado;06;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;MISSÃO VELHA;Não Informado;06;Masculino;2;5,0;0,0;0,0;0,0;5,0;0,0
CE;MISSÃO VELHA;Parda;03;Feminino;4;4,0;0,0;0,0;2,0;2,0;0,0
CE;MISSÃO VELHA;Parda;03;Masculino;2;13,0;3,0;0,0;6,0;4,0;0,0
CE;MISSÃO VELHA;Preta;02;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;MISSÃO VELHA;Preta;02;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;MOMBAÇA;Branca;01;Feminino;4;7,0;2,0;0,0;0,0;5,0;0,0
CE;MOMBAÇA;Branca;01;Masculino;2;14,0;7,0;0,0;0,0;7,0;0,0
CE;MOMBAÇA;Parda;03;Feminino;4;9,0;1,0;0,0;0,0;8,0;0,0
CE;MOMBAÇA;Parda;03;Masculino;2;12,0;3,0;0,0;0,0;9,0;0,0
CE;MOMBAÇA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;MOMBAÇA;Preta;02;Masculino;2;4,0;0,0;0,0;0,0;4,0;0,0
CE;MONSENHOR TABOSA;Branca;01;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;MONSENHOR TABOSA;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;MONSENHOR TABOSA;Indígena;05;Feminino;4;1,0;0,0;0,0;1,0;0,0;0,0
CE;MONSENHOR TABOSA;Indígena;05;Masculino;2;4,0;1,0;0,0;2,0;1,0;0,0
CE;MONSENHOR TABOSA;Parda;03;Feminino;4;10,0;1,0;0,0;4,0;5,0;0,0
CE;MONSENHOR TABOSA;Parda;03;Masculino;2;14,0;7,0;0,0;3,0;4,0;0,0
CE;MONSENHOR TABOSA;Preta;02;Feminino;4;3,0;1,0;0,0;1,0;1,0;0,0
CE;MONSENHOR TABOSA;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;MORADA NOVA;Branca;01;Feminino;4;14,0;4,0;0,0;3,0;6,0;1,0
CE;MORADA NOVA;Branca;01;Masculino;2;28,0;6,0;0,0;5,0;16,0;1,0
CE;MORADA NOVA;Não Informado;06;Feminino;4;1,0;1,0;0,0;0,0;0,0;0,0
CE;MORADA NOVA;Parda;03;Feminino;4;14,0;1,0;0,0;2,0;10,0;1,0
CE;MORADA NOVA;Parda;03;Masculino;2;29,0;3,0;0,0;4,0;22,0;0,0
CE;MORADA NOVA;Preta;02;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;MORADA NOVA;Preta;02;Masculino;2;5,0;0,0;0,0;5,0;0,0;0,0
CE;MORAÚJO;Branca;01;Feminino;4;3,0;2,0;0,0;0,0;1,0;0,0
CE;MORAÚJO;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;MORAÚJO;Parda;03;Feminino;4;5,0;1,0;0,0;0,0;3,0;1,0
CE;MORAÚJO;Parda;03;Masculino;2;12,0;5,0;0,0;0,0;6,0;1,0
CE;MORRINHOS;Branca;01;Feminino;4;4,0;2,0;0,0;0,0;2,0;0,0
CE;MORRINHOS;Branca;01;Masculino;2;6,0;2,0;0,0;0,0;4,0;0,0
CE;MORRINHOS;Parda;03;Feminino;4;13,0;0,0;0,0;5,0;8,0;0,0
CE;MORRINHOS;Parda;03;Masculino;2;26,0;6,0;0,0;7,0;12,0;1,0
CE;MORRINHOS;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;MORRINHOS;Preta;02;Masculino;2;5,0;1,0;0,0;1,0;3,0;0,0
CE;MUCAMBO;Branca;01;Feminino;4;2,0;0,0;0,0;1,0;0,0;1,0
CE;MUCAMBO;Branca;01;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;MUCAMBO;Parda;03;Feminino;4;7,0;0,0;0,0;0,0;7,0;0,0
CE;MUCAMBO;Parda;03;Masculino;2;14,0;8,0;0,0;3,0;3,0;0,0
CE;MULUNGU;Parda;03;Feminino;4;11,0;2,0;0,0;0,0;9,0;0,0
CE;MULUNGU;Parda;03;Masculino;2;17,0;7,0;0,0;0,0;10,0;0,0
CE;NOVA OLINDA;Branca;01;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;NOVA OLINDA;Branca;01;Masculino;2;8,0;1,0;0,0;0,0;7,0;0,0
CE;NOVA OLINDA;Parda;03;Feminino;4;6,0;2,0;0,0;0,0;4,0;0,0
CE;NOVA OLINDA;Parda;03;Masculino;2;8,0;6,0;0,0;0,0;1,0;1,0
CE;NOVA OLINDA;Preta;02;Feminino;4;2,0;1,0;0,0;0,0;1,0;0,0
CE;NOVA OLINDA;Preta;02;Masculino;2;4,0;1,0;0,0;0,0;3,0;0,0
CE;NOVA RUSSAS;Branca;01;Feminino;4;9,0;3,0;0,0;2,0;4,0;0,0
CE;NOVA RUSSAS;Branca;01;Masculino;2;16,0;3,0;0,0;2,0;10,0;1,0
CE;NOVA RUSSAS;Parda;03;Feminino;4;22,0;1,0;0,0;9,0;11,0;1,0
CE;NOVA RUSSAS;Parda;03;Masculino;2;38,0;5,0;0,0;15,0;18,0;0,0
CE;NOVA RUSSAS;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;NOVA RUSSAS;Preta;02;Masculino;2;6,0;1,0;0,0;2,0;3,0;0,0
CE;NOVO ORIENTE;Branca;01;Feminino;4;3,0;1,0;0,0;1,0;1,0;0,0
CE;NOVO ORIENTE;Branca;01;Masculino;2;5,0;1,0;0,0;0,0;4,0;0,0
CE;NOVO ORIENTE;Parda;03;Feminino;4;9,0;2,0;0,0;0,0;6,0;1,0
CE;NOVO ORIENTE;Parda;03;Masculino;2;17,0;7,0;0,0;1,0;9,0;0,0
CE;NOVO ORIENTE;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;0,0;1,0
CE;OCARA;Branca;01;Feminino;4;8,0;0,0;0,0;0,0;8,0;0,0
CE;OCARA;Branca;01;Masculino;2;11,0;2,0;0,0;0,0;9,0;0,0
CE;OCARA;Parda;03;Feminino;4;17,0;0,0;0,0;2,0;15,0;0,0
CE;OCARA;Parda;03;Masculino;2;34,0;7,0;0,0;2,0;24,0;1,0
CE;OCARA;Preta;02;Feminino;4;4,0;0,0;0,0;0,0;4,0;0,0
CE;OCARA;Preta;02;Masculino;2;6,0;2,0;0,0;0,0;4,0;0,0
CE;ORÓS;Branca;01;Feminino;4;6,0;0,0;0,0;0,0;6,0;0,0
CE;ORÓS;Branca;01;Masculino;2;9,0;3,0;0,0;0,0;5,0;1,0
CE;ORÓS;Parda;03;Feminino;4;9,0;0,0;0,0;0,0;9,0;0,0
CE;ORÓS;Parda;03;Masculino;2;20,0;8,0;0,0;0,0;12,0;0,0
CE;ORÓS;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;PACAJUS;Branca;01;Feminino;4;22,0;1,0;0,0;9,0;10,0;2,0
CE;PACAJUS;Branca;01;Masculino;2;27,0;5,0;0,0;13,0;9,0;0,0
CE;PACAJUS;Parda;03;Feminino;4;28,0;1,0;0,0;11,0;13,0;3,0
CE;PACAJUS;Parda;03;Masculino;2;76,0;7,0;0,0;31,0;36,0;2,0
CE;PACAJUS;Preta;02;Feminino;4;5,0;0,0;0,0;2,0;3,0;0,0
CE;PACAJUS;Preta;02;Masculino;2;8,0;1,0;0,0;2,0;5,0;0,0
CE;PACATUBA;Amarela;04;Masculino;2;7,0;1,0;0,0;1,0;5,0;0,0
CE;PACATUBA;Branca;01;Feminino;4;16,0;1,0;0,0;11,0;4,0;0,0
CE;PACATUBA;Branca;01;Masculino;2;20,0;3,0;0,0;12,0;5,0;0,0
CE;PACATUBA;Parda;03;Feminino;4;46,0;1,0;0,0;17,0;27,0;1,0
CE;PACATUBA;Parda;03;Masculino;2;99,0;9,0;0,0;38,0;52,0;0,0
CE;PACATUBA;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;PACATUBA;Preta;02;Masculino;2;5,0;0,0;0,0;2,0;3,0;0,0
CE;PACOTI;Amarela;04;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PACOTI;Amarela;04;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;PACOTI;Branca;01;Feminino;4;9,0;0,0;0,0;3,0;5,0;1,0
CE;PACOTI;Branca;01;Masculino;2;12,0;2,0;0,0;6,0;4,0;0,0
CE;PACOTI;Parda;03;Feminino;4;13,0;2,0;0,0;3,0;7,0;1,0
CE;PACOTI;Parda;03;Masculino;2;31,0;5,0;0,0;12,0;14,0;0,0
CE;PACOTI;Preta;02;Feminino;4;6,0;0,0;0,0;4,0;2,0;0,0
CE;PACOTI;Preta;02;Masculino;2;9,0;0,0;0,0;4,0;5,0;0,0
CE;PACUJÁ;Branca;01;Feminino;4;2,0;0,0;0,0;2,0;0,0;0,0
CE;PACUJÁ;Branca;01;Masculino;2;6,0;4,0;0,0;2,0;0,0;0,0
CE;PACUJÁ;Parda;03;Feminino;4;3,0;2,0;0,0;0,0;1,0;0,0
CE;PACUJÁ;Parda;03;Masculino;2;6,0;1,0;0,0;2,0;3,0;0,0
CE;PACUJÁ;Preta;02;Feminino;4;1,0;1,0;0,0;0,0;0,0;0,0
CE;PACUJÁ;Preta;02;Masculino;2;1,0;1,0;0,0;0,0;0,0;0,0
CE;PALHANO;Branca;01;Feminino;4;4,0;0,0;0,0;0,0;4,0;0,0
CE;PALHANO;Branca;01;Masculino;2;3,0;1,0;0,0;1,0;1,0;0,0
CE;PALHANO;Parda;03;Feminino;4;17,0;1,0;0,0;2,0;14,0;0,0
CE;PALHANO;Parda;03;Masculino;2;33,0;7,0;0,0;1,0;25,0;0,0
CE;PALHANO;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;PALMÁCIA;Branca;01;Feminino;4;13,0;2,0;0,0;0,0;11,0;0,0
CE;PALMÁCIA;Branca;01;Masculino;2;16,0;3,0;0,0;2,0;11,0;0,0
CE;PALMÁCIA;Parda;03;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;PALMÁCIA;Parda;03;Masculino;2;18,0;4,0;0,0;1,0;13,0;0,0
CE;PALMÁCIA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARACURU;Amarela;04;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARACURU;Amarela;04;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARACURU;Branca;01;Feminino;4;12,0;1,0;0,0;6,0;5,0;0,0
CE;PARACURU;Branca;01;Masculino;2;19,0;2,0;0,0;8,0;7,0;2,0
CE;PARACURU;Parda;03;Feminino;4;43,0;1,0;0,0;14,0;28,0;0,0
CE;PARACURU;Parda;03;Masculino;2;88,0;9,0;0,0;20,0;55,0;4,0
CE;PARACURU;Preta;02;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;PARACURU;Preta;02;Masculino;2;2,0;0,0;0,0;0,0;2,0;0,0
CE;PARAIPABA;Amarela;04;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARAIPABA;Branca;01;Feminino;4;12,0;1,0;0,0;2,0;8,0;1,0
CE;PARAIPABA;Branca;01;Masculino;2;25,0;5,0;0,0;6,0;13,0;1,0
CE;PARAIPABA;Parda;03;Feminino;4;29,0;0,0;0,0;9,0;20,0;0,0
CE;PARAIPABA;Parda;03;Masculino;2;45,0;6,0;0,0;7,0;31,0;1,0
CE;PARAIPABA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARAIPABA;Preta;02;Masculino;2;6,0;1,0;0,0;3,0;2,0;0,0
CE;PARAMBU;Branca;01;Feminino;4;5,0;1,0;0,0;1,0;3,0;0,0
CE;PARAMBU;Branca;01;Masculino;2;11,0;5,0;0,0;2,0;4,0;0,0
CE;PARAMBU;Parda;03;Feminino;4;7,0;1,0;0,0;2,0;3,0;1,0
CE;PARAMBU;Parda;03;Masculino;2;13,0;6,0;0,0;2,0;4,0;1,0
CE;PARAMBU;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PARAMBU;Preta;02;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;PARAMOTI;Branca;01;Feminino;4;6,0;1,0;0,0;1,0;4,0;0,0
CE;PARAMOTI;Branca;01;Masculino;2;5,0;2,0;0,0;0,0;3,0;0,0
CE;PARAMOTI;Parda;03;Feminino;4;11,0;0,0;0,0;1,0;10,0;0,0
CE;PARAMOTI;Parda;03;Masculino;2;28,0;6,0;0,0;4,0;17,0;1,0
CE;PARAMOTI;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;PEDRA BRANCA;Branca;01;Feminino;4;9,0;1,0;0,0;3,0;5,0;0,0
CE;PEDRA BRANCA;Branca;01;Masculino;2;19,0;7,0;0,0;3,0;8,0;1,0
CE;PEDRA BRANCA;Parda;03;Feminino;4;14,0;1,0;0,0;5,0;8,0;0,0
CE;PEDRA BRANCA;Parda;03;Masculino;2;25,0;4,0;0,0;8,0;12,0;1,0
CE;PEDRA BRANCA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PENAFORTE;Branca;01;Feminino;4;3,0;0,0;0,0;0,0;3,0;0,0
CE;PENAFORTE;Branca;01;Masculino;2;5,0;2,0;0,0;0,0;3,0;0,0
CE;PENAFORTE;Parda;03;Feminino;4;8,0;0,0;0,0;0,0;8,0;0,0
CE;PENAFORTE;Parda;03;Masculino;2;17,0;7,0;0,0;0,0;10,0;0,0
CE;PENAFORTE;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PENTECOSTE;Branca;01;Feminino;4;11,0;1,0;0,0;4,0;6,0;0,0
CE;PENTECOSTE;Branca;01;Masculino;2;27,0;5,0;0,0;7,0;15,0;0,0
CE;PENTECOSTE;Parda;03;Feminino;4;26,0;0,0;0,0;10,0;16,0;0,0
CE;PENTECOSTE;Parda;03;Masculino;2;58,0;6,0;0,0;16,0;36,0;0,0
CE;PENTECOSTE;Preta;02;Feminino;4;5,0;0,0;0,0;1,0;4,0;0,0
CE;PENTECOSTE;Preta;02;Masculino;2;5,0;1,0;0,0;3,0;1,0;0,0
CE;PEREIRO;Branca;01;Feminino;4;5,0;1,0;0,0;0,0;4,0;0,0
CE;PEREIRO;Branca;01;Masculino;2;9,0;6,0;0,0;0,0;3,0;0,0
CE;PEREIRO;Parda;03;Feminino;4;4,0;2,0;0,0;0,0;2,0;0,0
CE;PEREIRO;Parda;03;Masculino;2;6,0;2,0;0,0;0,0;4,0;0,0
CE;PINDORETAMA;Branca;01;Feminino;4;11,0;2,0;0,0;5,0;4,0;0,0
CE;PINDORETAMA;Branca;01;Masculino;2;10,0;1,0;0,0;3,0;5,0;1,0
CE;PINDORETAMA;Parda;03;Feminino;4;21,0;4,0;0,0;4,0;13,0;0,0
CE;PINDORETAMA;Parda;03;Masculino;2;58,0;4,0;0,0;18,0;36,0;0,0
CE;PINDORETAMA;Preta;02;Feminino;4;3,0;0,0;0,0;1,0;2,0;0,0
CE;PINDORETAMA;Preta;02;Masculino;2;1,0;0,0;0,0;1,0;0,0;0,0
CE;PIQUET CARNEIRO;Branca;01;Feminino;4;10,0;0,0;0,0;4,0;6,0;0,0
CE;PIQUET CARNEIRO;Branca;01;Masculino;2;16,0;5,0;0,0;3,0;8,0;0,0
CE;PIQUET CARNEIRO;Parda;03;Feminino;4;8,0;0,0;0,0;4,0;4,0;0,0
CE;PIQUET CARNEIRO;Parda;03;Masculino;2;18,0;6,0;0,0;9,0;2,0;1,0
CE;PIQUET CARNEIRO;Preta;02;Masculino;2;2,0;0,0;0,0;1,0;1,0;0,0
CE;PIRES FERREIRA;Branca;01;Feminino;4;4,0;1,0;0,0;0,0;3,0;0,0
CE;PIRES FERREIRA;Branca;01;Masculino;2;6,0;2,0;0,0;3,0;1,0;0,0
CE;PIRES FERREIRA;Parda;03;Feminino;4;6,0;2,0;0,0;2,0;2,0;0,0
CE;PIRES FERREIRA;Parda;03;Masculino;2;10,0;4,0;0,0;1,0;5,0;0,0
CE;PORANGA;Branca;01;Feminino;4;11,0;3,0;0,0;0,0;8,0;0,0
CE;PORANGA;Branca;01;Masculino;2;8,0;2,0;0,0;0,0;6,0;0,0
CE;PORANGA;Indígena;05;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PORANGA;Parda;03;Feminino;4;2,0;0,0;0,0;0,0;2,0;0,0
CE;PORANGA;Parda;03;Masculino;2;11,0;4,0;0,0;1,0;6,0;0,0
CE;PORANGA;Preta;02;Feminino;4;1,0;0,0;0,0;0,0;1,0;0,0
CE;PORANGA;Preta;02;Masculino;2;1,0;0,0;0,0;0,0;1,0;0,0
CE;PORTEIRAS;Branca;01;Feminino;4;5,0;2,0;0,0;0,0;3,0;0,0
CE;PORTEIRAS;Branca;01;Masculino;2;10,0;2,0;0,0;0,0;8,0;0,0
CE;PORTEIRAS;Parda;03;Feminino;4;5,0;0,0;0,0;0,0;5,0;0,0
CE;PORTEIRAS;Parda;03;Masculino;2;10,0;6,0;0,0;0,0;4,0;0,0
CE;PORTEIRAS;Preta;02;Masculino;2;2,0;1,0;0,0;0,0;1,0;0,0
CE;POTENGI;Branca;01;Feminino;4;7,0;3,0;0,0;3,0;1,0;0,0
CE;POTENGI;Branca;01;Masculino;2;6,0;0,0;0,0;6,0;0,0;0,0
CE;POTENGI;Parda;03;Feminino;4;6,0;0,0;0,0;0,0;6,0;0,0
